sgRNA	gene	CRISPR_C6596654.sample	ERS717283.plasmid
POU5F2_CCDS59489.1_ex0_5:93076875-93076898:-_5-2	POU5F2	1574	684
ZNF391_CCDS43429.1_ex0_6:27368834-27368857:-_5-5	ZNF391	437	409
ASTN2_CCDS48009.2_ex5_9:119382656-119382679:-_14-5	ASTN2	405	352
PPP2R5C_CCDS45163.1_ex4_14:102349795-102349818:-_5-4	PPP2R5C	362	258
EHD4_CCDS10081.1_ex4_15:42246017-42246040:+_5-4	EHD4	275	333
CDX2_CCDS9328.1_ex2_13:28542847-28542870:-_5-2	CDX2	526	400
ZNF845_CCDS46170.1_ex2_19:53854292-53854315:+_5-2	ZNF845	117	112
PRR13_CCDS31811.1_ex1_12:53837409-53837432:-_6-4	PRR13	46	268
HBS1L_CCDS47479.1_ex15_6:135371718-135371741:-_5-5	HBS1L	125	260
SNTG2_CCDS46220.1_ex6_2:1161267-1161290:-_5-2	SNTG2	453	316
SLC25A21_CCDS55913.1_ex5_14:37194819-37194842:+_5-2	SLC25A21	0	2
HTR1D_CCDS231.1_ex0_1:23520561-23520584:-_5-4	HTR1D	219	252
ZNF239_CCDS41502.1_ex0_10:44052972-44052995:+_5-3	ZNF239	543	466
PRR4_CCDS41756.1_ex0_12:10999711-10999734:+_9-2	PRR4	389	501
MSL3_CCDS14147.1_ex3_X:11778992-11779015:-_9-4	MSL3	353	292
FRMD4B_CCDS46863.1_ex19_3:69351520-69351543:-_5-5	FRMD4B	443	230
FGF10_CCDS3950.1_ex1_5:44310601-44310624:-_5-1	FGF10	0	6
HIST1H4E_CCDS4593.1_ex0_6:26204975-26204998:+_5-2	HIST1H4E	1687	1281
SLITRK2_CCDS14680.1_ex0_X:144904233-144904256:+_5-3	SLITRK2	416	381
TRMT5_CCDS32092.1_ex3_14:61446232-61446255:+_5-2	TRMT5	347	422
NADSYN1_CCDS8201.1_ex6_11:71184325-71184348:+_5-1	NADSYN1	443	484
LRRC48_CCDS45622.1_ex3_17:17896088-17896111:+_5-4	LRRC48	697	622
C11orf45_CCDS8478.1_ex1_11:128773378-128773401:-_5-3	C11orf45	620	420
ORMDL3_CCDS11355.1_ex2_17:38080314-38080337:+_5-5	ORMDL3	322	186
GNG12_CCDS30749.1_ex0_1:68171219-68171242:-_4-2	GNG12	744	583
NUP133_CCDS1579.1_ex13_1:229613376-229613399:+_5-1	NUP133	29	449
GP9_CCDS3055.1_ex0_3:128780820-128780843:+_5-4	GP9	289	476
TGFBR2_CCDS2648.1_ex3_3:30713190-30713213:-_5-2	TGFBR2	1394	989
THUMPD2_CCDS1805.2_ex4_2:39988496-39988519:-_5-1	THUMPD2	473	525
SERPINB13_CCDS11985.1_ex4_18:61261619-61261642:+_5-4	SERPINB13	376	242
OTUD1_CCDS44366.1_ex0_10:23729110-23729133:+_5-5	OTUD1	256	431
ZNF644_CCDS731.1_ex1_1:91383638-91383661:-_10-5	ZNF644	36	54
ZNF300_CCDS4311.2_ex0_5:150276459-150276482:-_5-4	ZNF300	0	2
TRIM61_CCDS34093.1_ex1_4:165890783-165890806:+_5-2	TRIM61	283	407
SIRPA_CCDS13022.1_ex1_20:1896048-1896071:-_5-3	SIRPA	640	454
C21orf2_CCDS13709.1_ex4_21:45755671-45755694:-_5-5	C21orf2	798	587
URAD_CCDS45020.1_ex0_13:28552390-28552413:+_5-1	URAD	332	282
KRT71_CCDS8831.1_ex8_12:52946568-52946591:+_5-4	KRT71	420	821
SP1_CCDS44898.1_ex1_12:53775974-53775997:+_5-1	SP1	111	360
DEFB104B_CCDS34812.1_ex0_8:7327969-7327992:+_4-2	DEFB104B	2185	1226
AMMECR1L_CCDS2152.1_ex5_2:128631557-128631580:-_5-3	AMMECR1L	568	504
ERP29_CCDS9158.1_ex1_12:112457600-112457623:-_6-4	ERP29	515	568
RGS3_CCDS43869.1_ex19_9:116346198-116346221:-_17-10	RGS3	525	518
SERPINB12_CCDS11984.1_ex2_18:61226818-61226841:+_5-3	SERPINB12	180	163
SURF2_CCDS6967.1_ex2_9:136224670-136224693:-_5-5	SURF2	546	597
MIXL1_CCDS1552.1_ex0_1:226411623-226411646:-_5-2	MIXL1	47	110
SLIRP_CCDS58331.1_ex2_14:78182173-78182196:+_6-6	SLIRP	222	323
MYLK2_CCDS13191.1_ex2_20:30409423-30409446:+_5-4	MYLK2	494	517
ACADSB_CCDS7634.1_ex3_10:124800034-124800057:+_5-3	ACADSB	469	479
GDNF_CCDS3922.1_ex0_5:37815991-37816014:-_5-1	GDNF	504	606
APOH_CCDS11663.1_ex6_17:64224199-64224222:-_5-5	APOH	379	572
ZCCHC14_CCDS10961.1_ex4_16:87448918-87448941:-_5-1	ZCCHC14	208	312
ANKRD35_CCDS919.1_ex9_1:145561178-145561201:+_5-4	ANKRD35	0	0
EDF1_CCDS65193.1_ex2_9:139757775-139757798:-_5-2	EDF1	296	290
TMUB1_CCDS5920.1_ex0_7:150778871-150778894:+_5-1	TMUB1	430	375
CCDC3_CCDS60484.1_ex0_10:12940631-12940654:+_7-2	CCDC3	551	305
S1PR2_CCDS12229.1_ex0_19:10335475-10335498:-_5-5	S1PR2	475	444
CPE_CCDS3810.1_ex2_4:166388863-166388886:+_5-4	CPE	166	255
MAST4_CCDS47224.1_ex0_5:65892577-65892600:-_10-1	MAST4	416	485
BUB3_CCDS31306.1_ex2_10:124917351-124917374:+_5-5	BUB3	233	625
SLC29A3_CCDS7310.1_ex3_10:73111344-73111367:-_5-3	SLC29A3	989	612
VIT_CCDS33180.1_ex2_2:36970238-36970261:-_5-1	VIT	459	498
CASP6_CCDS3684.1_ex1_4:110612106-110612129:+_5-2	CASP6	9	9
SP110_CCDS2474.1_ex14_2:231077722-231077745:-_5-2	SP110	138	194
GSAP_CCDS34672.2_ex15_7:76984666-76984689:+_5-2	GSAP	66	66
NLRP9_CCDS12934.1_ex8_19:56249608-56249631:-_5-5	NLRP9	552	608
PLD2_CCDS11057.1_ex7_17:4713302-4713325:+_5-4	PLD2	608	546
CYP1A2_CCDS32293.1_ex0_15:75042630-75042653:+_5-3	CYP1A2	369	303
ADCY9_CCDS32382.1_ex9_16:4165002-4165025:+_5-3	ADCY9	562	492
BAG5_CCDS41995.1_ex0_14:104026908-104026931:-_5-1	BAG5	200	357
RTKN2_CCDS7263.1_ex2_10:63964692-63964715:+_5-1	RTKN2	181	192
GMNC_CCDS54697.1_ex0_3:190573542-190573565:-_5-1	GMNC	33	93
P2RX2_CCDS31930.1_ex7_12:133197594-133197617:+_5-5	P2RX2	300	186
CEP192_CCDS32792.2_ex14_18:13049259-13049282:-_5-3	CEP192	58	139
MYBL1_CCDS47867.1_ex10_8:67507851-67507874:+_5-3	MYBL1	164	226
CLASRP_CCDS12652.2_ex3_19:45556386-45556409:+_5-1	CLASRP	151	338
EVX2_CCDS33333.1_ex1_2:176947024-176947047:-_5-2	EVX2	701	586
SAT2_CCDS11116.1_ex1_17:7530075-7530098:-_5-1	SAT2	0	21
PHKG2_CCDS10690.1_ex4_16:30764709-30764732:-_5-4	PHKG2	761	534
TMEM179_CCDS66723.1_ex3_14:105070907-105070930:+_5-4	TMEM179	455	464
MYLK_CCDS3023.1_ex0_3:123333112-123333135:-_10-1	MYLK	126	129
MED19_CCDS7966.1_ex2_11:57472650-57472673:-_5-3	MED19	288	256
C5orf66_CCDS59494.1_ex2_5:134678851-134678874:-_5-3	C5orf66	586	611
MFAP5_CCDS8595.1_ex2_12:8803096-8803119:-_5-2	MFAP5	364	523
AMHR2_CCDS53798.1_ex5_12:53819533-53819556:+_5-3	AMHR2	495	474
TBX15_CCDS30816.1_ex3_1:119466064-119466087:+_5-3	TBX15	330	431
ZSCAN1_CCDS12969.1_ex1_19:58551890-58551913:+_5-3	ZSCAN1	318	367
OCIAD2_CCDS33981.1_ex3_4:48899817-48899840:+_5-1	OCIAD2	285	359
METTL10_CCDS31307.1_ex5_10:126478859-126478882:-_5-3	METTL10	212	151
STEAP1_CCDS5614.1_ex1_7:89790484-89790507:-_5-5	STEAP1	257	240
SNX8_CCDS5331.1_ex8_7:2314779-2314802:-_5-3	SNX8	490	414
CTXN2_CCDS45254.1_ex0_15:48493563-48493586:+_5-1	CTXN2	244	181
BRE_CCDS1763.1_ex2_2:28210894-28210917:-_5-3	BRE	91	176
TRIM7_CCDS43414.1_ex3_5:180626093-180626116:-_14-3	TRIM7	237	162
PLGLB2_CCDS1999.1_ex1_2:88051894-88051917:-_4-4	PLGLB2	30	193
SHC2_CCDS45891.1_ex6_19:436397-436420:-_5-1	SHC2	395	433
CTTN_CCDS41680.1_ex5_11:70263161-70263184:+_5-3	CTTN	241	253
PHF20L1_CCDS6367.2_ex1_8:133806771-133806794:-_5-3	PHF20L1	484	316
HOGA1_CCDS7467.1_ex2_10:99358951-99358974:-_8-5	HOGA1	329	423
LMBRD2_CCDS34145.1_ex12_5:36136600-36136623:-_5-2	LMBRD2	540	350
RFX4_CCDS55880.1_ex8_12:107103140-107103163:+_5-5	RFX4	122	159
RWDD1_CCDS34520.1_ex2_6:116906003-116906026:+_7-2	RWDD1	27	24
SLC16A8_CCDS13966.1_ex2_22:38477931-38477954:+_5-2	SLC16A8	373	433
ZBTB20_CCDS2981.1_ex1_3:114070332-114070355:-_5-3	ZBTB20	861	650
ZNF195_CCDS44521.1_ex1_11:3382987-3383010:+_9-4	ZNF195	927	621
GPR143_CCDS14134.2_ex6_X:9727381-9727404:-_5-3	GPR143	196	280
CIB2_CCDS10296.1_ex1_15:78398201-78398224:-_8-1	CIB2	648	437
RUNDC3B_CCDS47635.1_ex1_7:87280239-87280262:-_5-1	RUNDC3B	433	420
ORAI1_CCDS41851.1_ex0_12:122064790-122064813:+_5-1	ORAI1	1085	763
DAXX_CCDS4776.1_ex5_6:33288757-33288780:+_5-4	DAXX	248	303
FABP1_CCDS2001.1_ex2_2:88425799-88425822:-_5-4	FABP1	166	346
BUB1B_CCDS10053.1_ex5_15:40476050-40476073:+_5-3	BUB1B	140	646
HSPA9_CCDS4208.1_ex12_5:137904699-137904722:-_5-3	HSPA9	123	1510
ZNF695_CCDS44344.1_ex1_1:247162666-247162689:+_7-3	ZNF695	728	603
SUSD4_CCDS31034.1_ex3_1:223465942-223465965:+_5-4	SUSD4	312	333
MBNL3_CCDS14633.1_ex5_X:131526300-131526323:+_5-5	MBNL3	47	89
DHODH_CCDS42192.1_ex2_16:72048446-72048469:+_5-3	DHODH	24	47
PVRL4_CCDS1216.1_ex7_1:161049522-161049545:+_5-3	PVRL4	462	423
CH25H_CCDS7400.1_ex0_10:90966518-90966541:-_5-1	CH25H	336	489
RNF224_CCDS55356.1_ex1_9:140123178-140123201:-_5-1	RNF224	630	735
RABEP2_CCDS42140.1_ex8_16:28925574-28925597:-_5-2	RABEP2	804	652
LPAR6_CCDS9410.1_ex0_13:48986088-48986111:+_5-4	LPAR6	217	160
FAM211A_CCDS11178.2_ex1_17:16365658-16365681:+_5-2	FAM211A	609	450
FGF3_CCDS8195.1_ex0_11:69625432-69625455:+_5-1	FGF3	555	559
BAI1_CCDS64985.1_ex1_8:143556853-143556876:-_5-3	BAI1	894	853
RABL2A_CCDS2118.1_ex2_2:114391779-114391802:-_5-2	RABL2A	69	260
VAV1_CCDS12174.1_ex8_19:6826625-6826648:-_5-3	VAV1	256	384
BCL11A_CCDS1861.1_ex3_2:60773381-60773404:-_5-5	BCL11A	613	665
SYNE1_CCDS5235.1_ex137_6:152826440-152826463:-_5-4	SYNE1	856	441
HDDC3_CCDS10366.1_ex3_15:91475659-91475682:+_5-5	HDDC3	529	405
RND1_CCDS8771.1_ex1_12:49254898-49254921:+_5-2	RND1	522	775
TMEM194A_CCDS31841.1_ex7_12:57472400-57472423:-_5-5	TMEM194A	470	813
SCOC_CCDS3750.1_ex1_4:141300297-141300320:-_8-5	SCOC	836	376
ECSIT_CCDS12262.1_ex5_19:11624939-11624962:+_12-11	ECSIT	1081	1166
LRRC63_CCDS61325.1_ex1_13:46802273-46802296:-_5-4	LRRC63	362	282
EIF4ENIF1_CCDS13898.1_ex11_22:31851913-31851936:+_5-3	EIF4ENIF1	471	554
RCC2_CCDS181.1_ex8_1:17749262-17749285:-_5-2	RCC2	164	507
RNF165_CCDS32823.1_ex1_18:44013450-44013473:+_8-1	RNF165	518	548
UTS2R_CCDS11810.1_ex0_17:80332512-80332535:-_5-4	UTS2R	287	262
OPTN_CCDS7094.1_ex2_10:13154591-13154614:-_5-3	OPTN	793	847
DDX39A_CCDS12308.1_ex7_19:14522379-14522402:-_5-2	DDX39A	504	674
P2RY11_CCDS12226.1_ex1_19:10224375-10224398:+_5-1	P2RY11	668	697
PTH_CCDS7812.1_ex0_11:13514154-13514177:+_5-4	PTH	779	589
ACAP1_CCDS11101.1_ex5_17:7246850-7246873:-_5-5	ACAP1	929	799
C10orf32_CCDS7542.2_ex2_10:104620247-104620270:+_5-5	C10orf32	15	52
PDGFRL_CCDS6003.1_ex2_8:17478574-17478597:+_5-4	PDGFRL	662	695
FLOT2_CCDS11245.2_ex9_17:27215967-27215990:+_5-5	FLOT2	216	358
INO80E_CCDS10665.1_ex3_16:30012135-30012158:+_5-3	INO80E	570	359
KIAA1614_CCDS41442.1_ex1_1:180885761-180885784:-_5-1	KIAA1614	379	601
QPCTL_CCDS12672.1_ex0_19:46196041-46196064:-_5-1	QPCTL	228	216
TTC39A_CCDS44143.1_ex11_1:51771679-51771702:-_5-4	TTC39A	460	490
SLC4A1_CCDS11481.1_ex10_17:42335975-42335998:+_5-1	SLC4A1	261	261
EPHA4_CCDS2447.1_ex14_2:222428917-222428940:+_5-5	EPHA4	704	589
MED23_CCDS5146.1_ex15_6:131925366-131925389:+_5-1	MED23	150	196
RHOU_CCDS1575.1_ex0_1:228871700-228871723:-_5-2	RHOU	395	465
UPK3BL_CCDS47675.1_ex4_7:102281161-102281184:-_5-4	UPK3BL	399	552
SLPI_CCDS13347.1_ex1_20:43881746-43881769:+_5-1	SLPI	228	426
FABP6_CCDS43393.1_ex3_5:159659108-159659131:+_6-2	FABP6	48	116
CDKAL1_CCDS4546.1_ex6_6:20846322-20846345:-_5-4	CDKAL1	787	505
SLFN14_CCDS45650.1_ex3_17:33884020-33884043:-_5-1	SLFN14	700	552
LRRC4B_CCDS42595.1_ex1_19:51051948-51051971:-_5-5	LRRC4B	1018	1034
AHNAK2_CCDS45177.1_ex2_14:105421864-105421887:+_5-3	AHNAK2	231	292
CDCA8_CCDS424.1_ex4_1:38166126-38166149:+_5-3	CDCA8	88	76
STOM_CCDS6830.1_ex5_9:124118395-124118418:+_8-8	STOM	535	602
MID1_CCDS14138.1_ex6_X:10463715-10463738:+_5-1	MID1	353	297
SHROOM3_CCDS3579.2_ex4_4:77661483-77661506:+_5-4	SHROOM3	850	800
STAP2_CCDS12128.1_ex9_19:4332020-4332043:-_5-3	STAP2	549	456
PPTC7_CCDS9149.1_ex5_12:111020664-111020687:+_5-3	PPTC7	796	732
LMOD3_CCDS46862.1_ex2_3:69171374-69171397:+_5-5	LMOD3	452	436
ZNF280D_CCDS32245.1_ex17_15:56993394-56993417:+_6-4	ZNF280D	518	340
RAB43_CCDS33850.1_ex2_3:128840161-128840184:+_5-4	RAB43	146	368
PINK1_CCDS211.1_ex1_1:20964364-20964387:-_5-2	PINK1	891	728
C7orf62_CCDS34678.1_ex0_7:88424011-88424034:-_5-3	C7orf62	295	191
CENPQ_CCDS4925.1_ex2_6:49439840-49439863:-_5-1	CENPQ	262	369
TROVE2_CCDS1379.1_ex0_1:193038624-193038647:-_5-4	TROVE2	597	701
RAB14_CCDS6827.1_ex4_9:123952945-123952968:-_5-4	RAB14	61	70
MED23_CCDS5146.1_ex19_6:131931325-131931348:-_5-3	MED23	362	333
ZMYND11_CCDS55696.1_ex1_10:255826-255849:+_5-1	ZMYND11	465	459
ANAPC10_CCDS43273.1_ex2_4:146002819-146002842:+_5-4	ANAPC10	23	279
SLMO1_CCDS11860.1_ex2_18:12421548-12421571:-_5-4	SLMO1	143	77
TRMT10A_CCDS3650.1_ex6_4:100480387-100480410:-_5-5	TRMT10A	105	106
CHRFAM7A_CCDS32184.1_ex2_15:30663298-30663321:+_5-2	CHRFAM7A	58	219
PRKD2_CCDS12689.1_ex10_19:47201049-47201072:-_5-2	PRKD2	1659	1153
TKTL2_CCDS3805.1_ex0_4:164394281-164394304:+_5-1	TKTL2	562	578
KRT10_CCDS11377.1_ex7_17:38978339-38978362:+_5-2	KRT10	551	588
MCAM_CCDS31690.1_ex11_11:119185265-119185288:-_5-1	MCAM	470	491
MIEF1_CCDS13995.1_ex2_22:39908398-39908421:+_5-3	MIEF1	693	565
RASAL3_CCDS46006.1_ex9_19:15568430-15568453:+_5-2	RASAL3	442	500
CORO1B_CCDS8164.1_ex8_11:67209531-67209554:+_5-5	CORO1B	433	407
NCEH1_CCDS33893.1_ex1_3:172353766-172353789:-_5-5	NCEH1	66	102
KIAA0100_CCDS32595.1_ex22_17:26961047-26961070:-_5-2	KIAA0100	640	709
DPP9_CCDS45928.1_ex13_19:4702104-4702127:-_5-5	DPP9	508	524
METTL21A_CCDS2376.1_ex1_2:208486514-208486537:+_5-2	METTL21A	565	592
PRR24_CCDS46131.1_ex0_19:47778286-47778309:-_5-2	PRR24	0	0
ZNF20_CCDS45986.1_ex0_19:12244712-12244735:-_5-5	ZNF20	408	304
IFNA2_CCDS6506.1_ex0_9:21385077-21385100:+_5-1	IFNA2	541	399
PNRC2_CCDS246.1_ex0_1:24288208-24288231:+_5-5	PNRC2	27	257
C2orf70_CCDS42661.1_ex2_2:26800440-26800463:-_5-5	C2orf70	319	297
MAS1_CCDS5272.1_ex0_6:160328381-160328404:+_5-4	MAS1	699	573
ST7L_CCDS848.1_ex12_1:113153543-113153566:-_5-3	ST7L	192	332
PVRIG_CCDS5690.1_ex1_7:99817791-99817814:+_5-3	PVRIG	682	755
WASF2_CCDS304.1_ex5_1:27744858-27744881:+_5-4	WASF2	452	495
TAF1B_CCDS33143.1_ex3_2:9991755-9991778:-_5-4	TAF1B	0	25
PDPN_CCDS30602.1_ex2_1:13936887-13936910:+_9-5	PDPN	167	160
FOXD2_CCDS30708.1_ex0_1:47904560-47904583:+_5-1	FOXD2	1818	1319
TRPM6_CCDS55318.1_ex27_9:77427219-77427242:+_5-5	TRPM6	439	555
MGLL_CCDS43148.1_ex4_3:127441346-127441369:-_5-4	MGLL	496	456
TPD52L3_CCDS34984.1_ex0_9:6328794-6328817:-_5-5	TPD52L3	526	457
MFSD11_CCDS11750.1_ex2_17:74737111-74737134:+_5-3	MFSD11	559	520
HIST1H4G_CCDS4599.1_ex0_6:26247033-26247056:-_5-2	HIST1H4G	233	356
SLC25A43_CCDS14577.1_ex1_X:118540622-118540645:+_5-4	SLC25A43	469	535
ZNF266_CCDS12213.1_ex1_19:9526328-9526351:-_5-4	ZNF266	198	192
MPL_CCDS483.1_ex2_1:43804252-43804275:-_5-2	MPL	429	559
SLC25A23_CCDS32882.1_ex9_19:6459530-6459553:-_5-5	SLC25A23	724	623
GALM_CCDS1797.1_ex2_2:38908432-38908455:-_5-3	GALM	87	94
CDC14A_CCDS769.1_ex5_1:100905522-100905545:-_5-4	CDC14A	199	86
CNNM4_CCDS2024.2_ex0_2:97427512-97427535:-_5-4	CNNM4	439	234
EMC10_CCDS12796.1_ex3_19:50983377-50983400:-_5-3	EMC10	402	392
N6AMT2_CCDS9293.1_ex1_13:21306098-21306121:+_5-2	N6AMT2	143	117
SPACA1_CCDS5014.1_ex0_6:88757778-88757801:+_5-1	SPACA1	823	549
RALBP1_CCDS11845.1_ex2_18:9522178-9522201:+_5-4	RALBP1	139	310
C3orf33_CCDS54659.1_ex2_3:155493542-155493565:-_5-4	C3orf33	131	57
NAGS_CCDS11473.1_ex1_17:42083223-42083246:-_5-3	NAGS	129	224
NGFRAP1_CCDS14508.1_ex0_X:102632514-102632537:+_6-1	NGFRAP1	632	272
DDIT4L_CCDS34036.1_ex0_4:101109183-101109206:-_5-3	DDIT4L	157	184
C16orf46_CCDS10932.1_ex0_16:81095427-81095450:-_5-2	C16orf46	46	121
KRT81_CCDS31805.1_ex2_12:52681067-52681090:+_3-1	KRT81	511	846
MBD3_CCDS12072.1_ex4_19:1585119-1585142:+_5-5	MBD3	1394	607
IRAK3_CCDS44937.1_ex5_12:66620508-66620531:+_5-1	IRAK3	211	138
PRSS27_CCDS10476.1_ex3_16:2765776-2765799:+_5-4	PRSS27	1014	907
RHBDD1_CCDS2464.1_ex0_2:227729506-227729529:+_5-1	RHBDD1	881	537
PLEKHB2_CCDS2166.1_ex2_2:131884265-131884288:-_5-4	PLEKHB2	996	714
CD300A_CCDS32720.1_ex3_17:72473647-72473670:+_5-5	CD300A	126	107
DLEC1_CCDS2672.2_ex11_3:38135209-38135232:+_5-4	DLEC1	520	632
CD226_CCDS11997.1_ex4_18:67613968-67613991:-_5-2	CD226	646	436
ZNF530_CCDS12955.1_ex2_19:58117506-58117529:-_5-4	ZNF530	613	427
CERK_CCDS14077.1_ex6_22:47097573-47097596:-_5-2	CERK	815	812
GBP5_CCDS722.1_ex6_1:89732777-89732800:-_5-4	GBP5	480	486
HK1_CCDS7289.1_ex8_10:71136764-71136787:-_5-3	HK1	305	265
RPL3L_CCDS10450.1_ex7_16:2003022-2003045:-_5-4	RPL3L	234	200
LRRC25_CCDS12377.1_ex1_19:18507386-18507409:+_5-3	LRRC25	1241	929
RNF130_CCDS4451.1_ex8_5:179498526-179498549:-_5-4	RNF130	1283	837
CADM1_CCDS53711.1_ex6_11:115109246-115109269:-_5-3	CADM1	1768	1484
RUNDC1_CCDS11448.1_ex0_17:41132880-41132903:+_5-3	RUNDC1	794	1183
HAP1_CCDS11406.1_ex10_17:39890613-39890636:-_5-5	HAP1	286	526
PAN3_CCDS9329.2_ex4_13:28771356-28771379:+_5-4	PAN3	515	433
KCNV1_CCDS6314.1_ex1_8:110984787-110984810:+_5-1	KCNV1	108	121
CMTM2_CCDS10814.1_ex0_16:66613675-66613698:+_5-2	CMTM2	65	245
EMC1_CCDS190.1_ex16_1:19566919-19566942:-_5-3	EMC1	279	421
ABCB9_CCDS58286.1_ex7_12:123434450-123434473:-_5-2	ABCB9	1439	1087
CAV1_CCDS55156.1_ex1_7:116199011-116199034:+_5-2	CAV1	530	393
SLC22A17_CCDS9593.1_ex8_14:23821246-23821269:+_5-5	SLC22A17	357	369
METTL13_CCDS1299.1_ex2_1:171755204-171755227:-_5-3	METTL13	795	907
ZCCHC14_CCDS10961.1_ex11_16:87493659-87493682:+_5-4	ZCCHC14	1083	633
KHNYN_CCDS32058.1_ex1_14:24900976-24900999:+_5-4	KHNYN	426	334
FUT4_CCDS8301.1_ex0_11:94277845-94277868:+_5-3	FUT4	728	671
URI1_CCDS12420.1_ex3_19:30477191-30477214:-_5-3	URI1	6	155
FRRS1L_CCDS35098.1_ex4_9:111929222-111929245:+_5-4	FRRS1L	510	505
GATA6_CCDS11872.1_ex0_18:19751585-19751608:+_5-3	GATA6	985	921
GALNT9_CCDS41866.1_ex4_12:132688034-132688057:+_5-4	GALNT9	153	395
TBX5_CCDS9173.1_ex4_12:114836366-114836389:+_5-3	TBX5	188	285
FAM187B_CCDS12448.1_ex1_19:35719438-35719461:+_5-4	FAM187B	391	273
TAAR1_CCDS5158.1_ex0_6:132966962-132966985:-_5-5	TAAR1	68	61
ACYP2_CCDS1850.1_ex2_2:54365773-54365796:+_5-1	ACYP2	40	77
CASP9_CCDS158.1_ex8_1:15850571-15850594:-_8-8	CASP9	630	576
LCE3C_CCDS1015.1_ex0_1:152573392-152573415:-_4-4	LCE3C	871	863
ZNF469_CCDS45544.1_ex1_16:88498755-88498778:-_5-5	ZNF469	527	528
KRTAP5-6_CCDS31332.1_ex0_11:1718626-1718649:+_4-2	KRTAP5-6	21	336
CCDC11_CCDS11940.2_ex4_18:47778101-47778124:-_5-3	CCDC11	0	18
ARPP19_CCDS32242.1_ex0_15:52844267-52844290:-_5-1	ARPP19	40	168
CCR10_CCDS11435.1_ex0_17:40832350-40832373:+_5-4	CCR10	1840	1443
PBRM1_CCDS43099.1_ex13_3:52643671-52643694:-_5-1	PBRM1	537	311
ABL1_CCDS35165.1_ex3_9:133738282-133738305:+_5-4	ABL1	299	445
ITLN2_CCDS1212.1_ex5_1:160922490-160922513:-_5-5	ITLN2	346	415
ELF5_CCDS58129.1_ex3_11:34527170-34527193:+_8-8	ELF5	586	563
ORM1_CCDS6803.1_ex2_9:117086303-117086326:-_4-2	ORM1	169	348
MTERFD1_CCDS6270.1_ex4_8:97263317-97263340:-_5-2	MTERFD1	0	1
HADH_CCDS3678.1_ex3_4:108940721-108940744:-_5-2	HADH	202	267
KIAA0430_CCDS10562.2_ex16_16:15716834-15716857:-_5-1	KIAA0430	375	360
ZFP64_CCDS13439.1_ex5_20:50781263-50781286:-_5-1	ZFP64	0	1
LEPREL1_CCDS3294.1_ex10_3:189705317-189705340:+_5-2	LEPREL1	915	578
TMEM169_CCDS2401.1_ex1_2:216964656-216964679:-_5-2	TMEM169	472	568
ODF3L1_CCDS10285.1_ex1_15:76017523-76017546:+_5-3	ODF3L1	541	475
LUZP1_CCDS30628.1_ex1_1:23419204-23419227:-_5-2	LUZP1	531	564
UPP1_CCDS5507.1_ex2_7:48141457-48141480:-_5-1	UPP1	262	493
ADCY3_CCDS1715.1_ex13_2:25059799-25059822:-_5-1	ADCY3	363	323
CECR1_CCDS13742.1_ex3_22:17669258-17669281:+_5-2	CECR1	144	314
SELPLG_CCDS31895.2_ex0_12:109017803-109017826:-_5-4	SELPLG	797	541
CCHCR1_CCDS43445.1_ex10_6:31117945-31117968:+_5-1	CCHCR1	459	358
CARD6_CCDS3935.1_ex2_5:40852352-40852375:+_5-3	CARD6	375	234
GH2_CCDS11647.1_ex3_17:61958741-61958764:-_5-5	GH2	1162	789
TSNARE1_CCDS6384.1_ex8_8:143413166-143413189:+_5-1	TSNARE1	1327	816
KRT34_CCDS11390.1_ex4_17:39537403-39537426:-_5-1	KRT34	616	562
STARD3_CCDS11341.1_ex0_17:37809893-37809916:+_5-1	STARD3	590	460
TRMT2B_CCDS14477.1_ex11_X:100297034-100297057:-_5-4	TRMT2B	848	598
BECN1_CCDS11441.1_ex6_17:40970604-40970627:-_5-3	BECN1	485	246
NOL3_CCDS42176.1_ex0_16:67208339-67208362:+_5-3	NOL3	160	520
IL17C_CCDS42217.1_ex1_16:88705626-88705649:-_5-2	IL17C	610	730
TNFRSF13C_CCDS14024.1_ex0_22:42321527-42321550:+_5-1	TNFRSF13C	231	436
PDZD11_CCDS14400.1_ex2_X:69507648-69507671:-_5-1	PDZD11	278	418
PDF_CCDS10875.1_ex1_16:69364259-69364282:-_5-4	PDF	81	518
HSF2_CCDS47470.1_ex2_6:122733792-122733815:+_5-1	HSF2	21	54
PLA2G6_CCDS13967.1_ex10_22:38528879-38528902:+_5-2	PLA2G6	1472	1220
CRB3_CCDS12166.1_ex2_19:6466514-6466537:+_5-4	CRB3	1419	875
CCT8_CCDS33528.1_ex9_21:30439064-30439087:+_5-4	CCT8	120	363
PPP1R8_CCDS311.1_ex6_1:28176674-28176697:+_15-11	PPP1R8	204	363
ICT1_CCDS11711.1_ex3_17:73016438-73016461:+_5-3	ICT1	389	429
CNNM1_CCDS7478.2_ex0_10:101090312-101090335:-_5-4	CNNM1	695	591
SEL1L_CCDS58333.1_ex3_14:81970614-81970637:-_5-1	SEL1L	742	468
VEGFA_CCDS34457.1_ex0_6:43738781-43738804:+_17-5	VEGFA	492	420
GSTT2B_CCDS33617.1_ex2_22:24300765-24300788:-_5-1	GSTT2B	1862	1594
CRYZ_CCDS44162.1_ex6_1:75190393-75190416:-_9-9	CRYZ	209	181
